,train_index,train_sentence,matthew_sentence,train_label
210,snips-train-10186,I'm looking for The Music of Nashville Season 3 saga,I'M LOOKING FOR THE MUSIC OF NASHVILE SEASON THREE SAGE,SearchCreativeWork
211,snips-train-10187,find Me. I Am Mariah… The Elusive Chanteuse,FINELY I AMRYAH THE ELUSIVE CHANTOOS,SearchCreativeWork
212,snips-train-10188,I'm looking for a picture of Fresh Air,I'M YAKING FOR A PICTURE OF FRESH AIL,SearchCreativeWork
213,snips-train-10189,Find the Pop Has Freed Us saga,FIND THE PAUPERS FREE TO SAGE,SearchCreativeWork
214,snips-train-1019,add The Game to 80'S PARTY,ADLY GAMED TOWAY AT HIS PARTY,AddToPlaylist
215,snips-train-10190,Where to buy video game of Think Fast,WORD OBOUR BIDIOR GAME OF THINK FAST,SearchCreativeWork
216,snips-train-10191,Pull up Sweeney Todd - Il diabolico barbiere di Fleet Street,PULL UP SCWEEMYDOD IELIAUTELIQE O BARBARITY FLEET STREET,SearchCreativeWork
217,snips-train-10192,find a TV series called Armageddon Summer,FONDATEVY SERIES CALLED ARMIGIN SUMMER,SearchCreativeWork
218,snips-train-10193,How do I get the soundtrack for Hearts of Fencing ?,HOW DO I GE A PROSOUND TRACK FOR HEARTS OF FANCYING,SearchCreativeWork
219,snips-train-10194,show creative painting People & Love,SHOW CREATIVE PAINTING PEOPLE AND LOVE,SearchCreativeWork
220,snips-train-10195,"find Face the Truth , a TV show",FINE FACE THE TRUTH ATI VISHRO,SearchCreativeWork
221,snips-train-10196,Show The drive of life album,SHULL THE DRIVE OF LIFE ALBUM,SearchCreativeWork
222,snips-train-10197,Find a photograph of Time Loves a Hero,FARDER PHOTOGRAPH OF TOM EZAHURO,SearchCreativeWork
223,snips-train-10198,Look for a photograph of Tailwind,HE FOR E PHADOGRIPE HER TERRING ROOD,SearchCreativeWork
224,snips-train-10199,find the show The Demi-Gods and Semi-Devils,FIND THE SHOW THE DEMMY GODS AND SEMI DEVILS,SearchCreativeWork
225,snips-train-102,add the artist to my Spooning playlist,ADD THE ARTIST TO MY SPOONING PLAY LIST,AddToPlaylist
226,snips-train-1020,Please add a track by david freiberg to my workout playlist.,PLEASE OUT O TRACK BY DAVID FARBORG TO MY WORKOUT POYLIST,AddToPlaylist
227,snips-train-10200,Search for TERA The Exiled Realm of Arborea,SEARCH FOR TERROR THE EXILT REALM OF ARBORIA,SearchCreativeWork
228,snips-train-10201,I'd like to see the picture The Principle of Hope,I'D LIKE TO SEE THE PICTURE OF A PRINCIPLE OF HOPE,SearchCreativeWork
229,snips-train-10202,Where can I listen to the song The Lost Worlds of Planet Earth,WHERE CAN I LOOSTEN TO THIS HONG THE LOST WORLDS OF PLAN OT EARTH,SearchCreativeWork
230,snips-train-10203,Please find me Chance Pe Dance .,PLEASE FIND ME CHANCE PE DANDS,SearchCreativeWork
231,snips-train-10204,Find a book called Environment and Behavior .,FIND A BOOK CALLED EMBARM AND UN BEHAVIOR,SearchCreativeWork
232,snips-train-10205,find Cover Her Face,FINE COVER HER FACE,SearchCreativeWork
233,snips-train-10206,"find ArcIMS , a picture",FING ORK EYAMASS A PICTURE,SearchCreativeWork
234,snips-train-10207,What does For All the Wrong Reasons look like,WHAT DOES FOR ALL THE WRONG REASONS THINK LIKE,SearchCreativeWork
235,snips-train-10208,find Loved Ones for me,FOND YET LANCHFEURU,SearchCreativeWork
236,snips-train-10209,Find a movie called Greatest Time of Year .,FIND A MOVI CALL GREATEST TIME OF YEAR,SearchCreativeWork
237,snips-train-1021,Add song to my Club Hits,ADD SONG TO MY CLUB HEADS,AddToPlaylist
238,snips-train-10210,Find the Collision in Black painting,FONDER COLLUSION IN BLACKPRAVING,SearchCreativeWork
239,snips-train-10211,Please get me Stories from the English and Scottish Ballads show .,PLEASE GET ME STORES FROM THE ENGLISH AND SCOTTISH BALLAD SHOW,SearchCreativeWork
240,snips-train-10212,Can you help me search the album titled PlayMaker Football ?,CAN YOU HELP ME SHIRTS THE ALBUM TITLED PLAYMAKER FOOTBALL,SearchCreativeWork
241,snips-train-10213,find a television show called Tiny Dancer,FINDER TELLEVIS YOU SHUR CALLED TINY DANCER,SearchCreativeWork
242,snips-train-10214,Show me The Courts of Chaos,SHOW ME THE CARTS OF CHAOS,SearchCreativeWork
243,snips-train-10215,Find a TV show called The SoulTaker .,FONDATIVISHI CALLED THE SOL TAKER,SearchCreativeWork
244,snips-train-10216,I'm looking for a movie called Salvage Mice .,I'M LOOKING FOR A RUVY CALLED SALVARGE MARS,SearchCreativeWork
245,snips-train-10217,Find Half a Sixpence photograph,FINE HALF A SIXPENCE PHOTOGRAPH,SearchCreativeWork
246,snips-train-10218,Show An Actress for the newest album .,SHOW AN ACTRESS FOR THE NEWEST HALBUM,SearchCreativeWork
247,snips-train-10219,Find The Garden of Eden,FIND THE GARDEN OF YOU,SearchCreativeWork
248,snips-train-1022,add bad news to highway 61 playlist,AVE BAD NEWS TO HIGHWAY SIXTY ONE PLAYLIST,AddToPlaylist
249,snips-train-10220,Where can I watch the trailer of the National Treasures - The Complete Singles,WHERE CAND I WATCH THE TRAILER OF THE NATIONAL TREASURES THE COMPLETE SINGLES,SearchCreativeWork
250,snips-train-10221,Find the Mystery Woman saga,FIND THE MYSTERY WOMAN SAW GIRL,SearchCreativeWork
251,snips-train-10222,play the Baldur’s Gate II Throne of Bhaal saga,CLAVER BALDERS GAT TOOTHRONE OF BAL SAGO,SearchCreativeWork
252,snips-train-10223,Look for the creative work called White Sugar,LOOK FOR THE CREATIVE WORK CALLED WHITE SUGAR,SearchCreativeWork
253,snips-train-10224,Looking for A Black Ribbon for Deborah .,LOOKING FOR A BLACK RIBBON FOR DARBOROUGH,SearchCreativeWork
254,snips-train-10225,show creative Labor Notes,SHOLL CREATIVE LABOR NOTES,SearchCreativeWork
255,snips-train-10226,Listen to Dragon Ball Music Collection,LISTEN TO DRAGON BALL MUSIC COLLECTION,SearchCreativeWork
256,snips-train-10227,Show The Late Great Townes Van Zandt,SHUR THE LATE GREAT TOWNS VAMSAND,SearchCreativeWork
257,snips-train-10228,play the album Journeyman,CLAY THE ALBUN JOURNEYMAN,SearchCreativeWork
258,snips-train-10229,Play me Memoirs of Modern Love Curious Age,PLAIN WE MEMOIRS OF MODERN LOVE CURIOUS AGE,SearchCreativeWork
259,snips-train-1023,add this song to my workout playlist,ABBBIS SONG TO MY WORKOUT PLOYLIST,AddToPlaylist
260,snips-train-10230,Show Minutes to Midnight photograph,SHOW MINUTES TO MIDNIGHT PHOTOGRAPH,SearchCreativeWork
261,snips-train-10231,find a TV show called Perfect Chemistry,FONDATEVI SHO CALLED PERFECT CHEMISTRY,SearchCreativeWork
262,snips-train-10232,What is the television show Phil Ochs There but for Fortune playing,WHAT IS THE TELL OF IS YOU SHOR FEEL OAKS THERE BUT FOR FORTUNE PLAYIN,SearchCreativeWork
263,snips-train-10233,Where can I buy a used copy of the game called I Lie Around ?,WORK ON I BUY A USED COPY OF THE GAME CALLED I LYE AROUND,SearchCreativeWork
264,snips-train-10234,show me the movie Haunted Spooks,SHOW ME THE MOVIE HAUNTED SPOOKS,SearchCreativeWork
265,snips-train-10235,Find me the book called Suffer,FOND METE BOOK CALLED SHUFFER,SearchCreativeWork
266,snips-train-10236,Can you get me the All Night Long 3 The Final Chapter novel ?,CAN YOU GET ME THE ALL NIGHT LONG THROUGH THE FINAL CHAPTER NOVEL,SearchCreativeWork
267,snips-train-10237,Can you find me the trailer of the Hippocratic Oath ?,CAN YOU FIND ME THE TRAIL OR THE HIPPOCRADED HOATH,SearchCreativeWork
268,snips-train-10238,play Off the Ground,PLOY YOR OFF THE GROUND,SearchCreativeWork
269,snips-train-10239,What is the book Sell Your Body ?,WHAT IS THE BOOK SAW YOUR BODY,SearchCreativeWork
270,snips-train-1024,add Tarte to bandas sonoras playlist,AD TAR TO BONDA SUNORS PLAYWIST,AddToPlaylist
271,snips-train-10240,Find the Another Ticket game,FIND BE ANOTHER TICKET GAME,SearchCreativeWork
272,snips-train-10241,I'm looking for the television show titled Justice League,ON LOOKING FOR THE TELEVISION SHORPODDLE JUST TA LEEG,SearchCreativeWork
273,snips-train-10242,show creativity of Home Brew,SHOW CREATIVITY OF HOMBOROUGH,SearchCreativeWork
274,snips-train-10243,Find a show called In fondo al buio .,FAN E SHIR COLT IN FAR DE RALP WIER,SearchCreativeWork
275,snips-train-10244,show creative soundtrack Pitch Black Brigade,SHELL CREATIVE SOUND TRACK PITCH BLACK BRIGADE,SearchCreativeWork
276,snips-train-10245,I want the video game Two More Years,I WANT THE VIDIO GAME TWO MORE YEARS,SearchCreativeWork
277,snips-train-10246,find At This Point in Time,FOND OF THIS POINT IN TIME,SearchCreativeWork
278,snips-train-10247,"find TaskCracker for Outlook , a game",FONTASS CRACKER FOR OUTLOOK A GAME,SearchCreativeWork
279,snips-train-10248,Where can I get the novel Flesh-Colored Horror,WHERE CAN I GET THE NOVEL FLUSH COLLOR AND HORROR,SearchCreativeWork
280,snips-train-10249,show creativity of All for One,SHOW CREATIVITY OF ALL FOR ONE,SearchCreativeWork
281,snips-train-1025,Add Buddy DeSylva to my this is j balvin playlist,ADD BUDDY DO SILVER TO MYTHIS'S J ALVEN PLAYWIST,AddToPlaylist
282,snips-train-10250,Find The Press of Atlantic City movie,FINE THE PRESS OF ATLANTIC CITY MOVIE,SearchCreativeWork
283,snips-train-10251,play the video game The Sparrow,PLAY THE VIDIO GAME THE SPURROW,SearchCreativeWork
284,snips-train-10252,Find me the Big Sean discography soundtrack,FINALLY THE BIG SHANDEST CONGROPHISOUND TRACK,SearchCreativeWork
285,snips-train-10253,find Black Mirror III Final Fear,FAR BLACK NERTH WE FINA FEW,SearchCreativeWork
286,snips-train-10254,Please find the Infrared Riding Hood TV show .,PLEASE FIND THE INFERRID RIVINGHOOD T VSHE,SearchCreativeWork
287,snips-train-10255,I want to play the video game International Pinguicula Study Group Newsletter,I WONDER PLAY OF THE BIDYO GAME INTERNATIONAL PINGWICK O A STUDID GROUP NEWS LITER,SearchCreativeWork
288,snips-train-10256,Please search the Karobar Economic Daily picture .,PLEASE SEARCH THE CARNAL BAR ECONOMIC DAILY PICTURE,SearchCreativeWork
289,snips-train-10257,Where can I locate the game Legion of Mary The Jerry Garcia Collection,WHERE CAN I LOCATE THE GAME LEGION OF MARY BUJERY GARCEA COLLECTION,SearchCreativeWork
290,snips-train-10258,Find Journeyman .,FOND JOURNEYRAM,SearchCreativeWork
291,snips-train-10259,Can you find a picture of The Rambler,CAN YOU FIND A PICTURE OF THE RAMBLER,SearchCreativeWork
292,snips-train-1026,Add Welcome to the Cruel World to my Reggae Classics,ADD WELCOME TO THE CRUEL WORLD TO MY RAGGED CLASSICS,AddToPlaylist
293,snips-train-10260,Can you look up the Galsoft Linux TV series ?,CAN YOU LOOK UP THE GALLSOFT LINEX TV CERIES,SearchCreativeWork
294,snips-train-10261,play the song S.F. sound furniture,PLAYE THE SONG ES F SOUND FURNITURE,SearchCreativeWork
295,snips-train-10262,I'm looking for the show Pulse 2 Afterlife,O'M LOOKING FOR THE SHIRW PULSE TOO AFTER LIFE,SearchCreativeWork
296,snips-train-10263,"find Welcome to the El-Palacio , a movie",FOD WELCOME TO THE ALPALASIAL AMUVI,SearchCreativeWork
297,snips-train-10264,find Chant Down Babylon The Island Anthology,FINE CHAMP DOWN BABBLE ON THE ISLAN AND THOLOGY,SearchCreativeWork
298,snips-train-10265,I want to listen to the soundtrack Bed of Roses,I WANTD TO LISTEN TO THE SOUND TRACK BED OF ROSES,SearchCreativeWork
299,snips-train-10266,show creative game Elements of Life Remixed,SHOW CREATIVE GAME ELEMENTS OF LIFE REMIXED,SearchCreativeWork
300,snips-train-10267,"Please fine me, Ties That Bind .",PLEASE FIND ME TIES DARAT BIND,SearchCreativeWork
301,snips-train-10268,Find a TV show called The Extraordinary .,FONDO TEVISHO CALLED THE EXTRAORDINARY,SearchCreativeWork
302,snips-train-10269,show me PhotoScape,SHOW ME POTOSCAPE,SearchCreativeWork
303,snips-train-1027,Put No Mystery into my Punk Essentials playlist.,PUT NO MYSTERY INTO MY PUNK ESSENTIALS PLAYLIST,AddToPlaylist
304,snips-train-10270,find the TV series Box of Moon Light,FINE THE T V CRIES BARX OF MOONLIGHT,SearchCreativeWork
305,snips-train-10271,find The Family Jams saga,FIND THE FAMILY JAM SAGA,SearchCreativeWork
306,snips-train-10272,"Please search for the work, Wholehearted .",PLEASE SEARCH FOR THE WORK HAYHARTED,SearchCreativeWork
307,snips-train-10273,"find Back to Boomtown Classic Rats Hits , a soundtrack",FIING BACK TO BOOMTOWN CLASSIC RODS HITS A SOND TRACK,SearchCreativeWork
308,snips-train-10274,Find a television show called Structured Fax File .,FIVE OR TELLEVE SHUD SHUREL CALLED STRUCTURED FACTS FILE,SearchCreativeWork
309,snips-train-10275,Where can I find the game Skip to the End ?,WORK AND I FIND THE GAME SKIP TO THE END,SearchCreativeWork
310,snips-train-10276,show creativity of Wild About Animals,SHOW CREATIVITY OF WILD ABOUT ANIMALS,SearchCreativeWork
311,snips-train-10277,find the photograph Hearts Burst into Fire,FOUND A PHOTOGRAPH HARTS BUSTIN DEFILE,SearchCreativeWork
312,snips-train-10278,Look for A Terrible Vengeance,FOE TERLBY REGIMENTS,SearchCreativeWork
313,snips-train-10279,play the What I Need to Do soundtrack,CLAY THE WOOT I MEEN TO DO SOUND TRACK,SearchCreativeWork
314,snips-train-1028,add maggie mcgill to my night vibes,ADD MAGUE MA GILL TO MY MIK VIVES,AddToPlaylist
315,snips-train-10280,show Under the Sea creative video game,SHOW UNDER THE SEE CREEDOF VIDIO GANE,SearchCreativeWork
316,snips-train-10281,Please get me The National Medical Journal of India game .,PLEASE GIVE ME THE NATIONAL MEDICAL JOURNAL OF INDIA GAME,SearchCreativeWork
317,snips-train-10282,I'd like to hear the song In a Reverie,I'D LIKE TO HEAR THE SONG IN A REVERIE,SearchCreativeWork
318,snips-train-10283,Find a trailer called Peggy Sue .,FAR DE TRILL RECALLED PERGISU,SearchCreativeWork
319,snips-train-10284,Find Once Upon a Time in the West,FINED ONCE UPON A TARM IN THE WEST,SearchCreativeWork
320,snips-train-10285,show creative photograph of Icewind Dale Heart of Winter,SHELL CREATIV PHOTOGRAPH OF ICE WINDALE HARD OF WINTER,SearchCreativeWork
321,snips-train-10286,Find Digimon Next,FINE DIGIMAN BEXT,SearchCreativeWork
322,snips-train-10287,find the game A Russian Beauty and Other Stories,FIND THE GAME A RUSSIAN BEAUTY OF OTHER STORIES,SearchCreativeWork
323,snips-train-10288,Show me the Live~Legend 1999 & 1997 Apocalypse TV show,SHOW ME THE LIVELEDGE OF NINETEEN NINETY NINE AND NINETEEN NINETY SEVEN APARCALOP STV ESHREL,SearchCreativeWork
324,snips-train-10289,show creative picture of The Secret Doctrine,SHE'LL CREATIVE PICTURE OF A SECRET DOCTRINE,SearchCreativeWork
325,snips-train-1029,add this artist to the playlist called Fusion Fest,ADD THISORDERS TO THE PLAYLIST CALLED FUSIIM FREST,AddToPlaylist
326,snips-train-10290,Can I get the game List of Mew singles ?,CAN I GET THE GAME LIST OF MUSINGLES,SearchCreativeWork
327,snips-train-10291,Find the book called Black Wings of Destiny,FIND A BOOK CALLED BLACK WINGS OF DESTARDY,SearchCreativeWork
328,snips-train-10292,Find a saga called The Devil Went Down to Georgia .,FINDER SARGER CALLED THE DEVIL WENT DOWN TO GEORGIA,SearchCreativeWork
329,snips-train-10293,Where to buy book Bright Ambush,WERE TO BOUR BOOK BROUGHT AMBRUSH,SearchCreativeWork
330,snips-train-10294,Show me the work Not a Little Girl Anymore,SSHOW ME THE WORE NAUGHTY LITTLE GIRL ANY MAW,SearchCreativeWork
331,snips-train-10295,Where can I buy the soundtrack Bridge of Souls,WORK AN I BI TE SOUND TRACK BRIDGE OF SOULS,SearchCreativeWork
332,snips-train-10296,is there a program about The Last Flight ?,IS THERE A PROGRAMME ABOUT THE LAST FLIGHT,SearchCreativeWork
333,snips-train-10297,show creativity in Ah,SHOW CREATIVITY IN OUR,SearchCreativeWork
334,snips-train-10298,Find a novel called East Liberty,FONDER MARVEN CRADUC LIBERTY,SearchCreativeWork
335,snips-train-10299,find a soundtrack called Billboard Hot R&B Hits 1981,FIND A SOUND TRACK CALLED BILLBOARD HOT ARON BEHITS NINETEEN EIGHTY ONE,SearchCreativeWork
336,snips-train-103,Add the tune to my House Afterwork playlist.,ABBITUNE TO MY HOUSE AFTERWARD PLOYLIST,AddToPlaylist
337,snips-train-1030,Add Barbara to the metal xplorer playlist.,ADD BARVER TO THE MENTAL EXPLORNER PLOYLIST,AddToPlaylist
338,snips-train-10300,Show me Cut the Rope video game,SHOW ME CAUGHT THE ROPE VIDIO GAME,SearchCreativeWork
339,snips-train-10301,some me a Healthy picture,SOME YOU HEALTHY PICTURE,SearchCreativeWork
340,snips-train-10302,find a TV show called Engaged to the Unidentified,FOND AT E VY SHICALLED ENGAGED TO THE UNIDENTIFIED,SearchCreativeWork
341,snips-train-10303,look for the book titled Iranian Journal of Fuzzy Systems,LOOK FOR THE BOOK TITLED ARAINING A JOURNAL OF FUZZY SYSTEMS,SearchCreativeWork
342,snips-train-10304,I'm looking for the painting God Must Have Spent a Little More Time on You,I'M LOOKING FOR THE PAINTING GOD MUST HAVE SPENT A LITTLE MORE TIME ON YOU,SearchCreativeWork
343,snips-train-10305,Find me the painting Fallen Sanctuary,FIND ME THE PAINTING FALLEN SANCTUARY,SearchCreativeWork
344,snips-train-10306,I'd like to see the novel An Inquiry into the Good,I'D LIKE TO SEE THE NOVEL AND INQUIRY INTO THE GOOD,SearchCreativeWork
345,snips-train-10307,Where do get photograph of My Own Best Enemy,WHERE DYOU GET PHOTOGRAPH OF MY OWN BEST ENEMY,SearchCreativeWork
346,snips-train-10308,find the painting The Adventures of Teddy Ruxpin,FIND THE PAINTIN THE ADVENTURES OF TUDDY ROXBUN,SearchCreativeWork
347,snips-train-10309,Find a song called Bronco Billy .,FANDER SON PAY BRANKER BULLY,SearchCreativeWork
348,snips-train-1031,rate tune to 90's Baby Makers,RAT TUN TO NINETY'S BABY MAKERS,AddToPlaylist
349,snips-train-10310,Where can I buy the movie Totality,WORK AND OR BY THE MOVING TOTALITY,SearchCreativeWork
350,snips-train-10311,Find The Gill Deacon Show .,FIND THE GILD D CONTROL,SearchCreativeWork
351,snips-train-10312,Search for the Exiles of Time book,SEARCH FOR THE EXILES OF TOM BOOK,SearchCreativeWork
352,snips-train-10313,I'm looking for a novel called And Then There Was Light .,I'M LOOKING FOR A NOVEL COLDEN THEN THERE WAS LIGT,SearchCreativeWork
353,snips-train-10314,Find a video game called The Mysterious Castle in the Carpathians .,FONDOF IDIO GAME CALLED THE MYSTERIOUS CASTLE IN THE CARPALIANS,SearchCreativeWork
354,snips-train-10315,find the painting Retro Active,FIND THE PARING RATROACTIVE,SearchCreativeWork
355,snips-train-10316,Do you know of a song by the Mande Studies Association ?,DO YOU KNOW OF A SONG BY THE MONBAY STUDIES ASSOCIATION,SearchCreativeWork
356,snips-train-10317,Can you pull up Queen of the Organ,CAN YOU PULL UP QUEEN OF ORGAN,SearchCreativeWork
357,snips-train-10318,Find a show called Friday Download .,FOND OF SURL CALLED FRIDAY DOWNBOAD,SearchCreativeWork
358,snips-train-10319,Get the video game of The Chipmunk Song,GET THE VITIER GAME OF THE CHIPMUNK SAW,SearchCreativeWork
359,snips-train-1032,Add nyoil to my this is prince playlist,ADAN WIREOIL TOMAVIS'S PRINCE PLAYWIST,AddToPlaylist
360,snips-train-10320,I'd like to see Confessions of an Indian Teenager,I'D LIKE TO SEE CONFESSIONS OF AN INDIAN TEANAGER,SearchCreativeWork
