,train_index,train_sentence,joey_sentence,train_label
210,snips-train-10186,I'm looking for The Music of Nashville Season 3 saga,IAM LOOKING FOR THE MUSIC OF NASHEVILLE SEASON TRUSALGA,SearchCreativeWork
211,snips-train-10187,find Me. I Am Mariah… The Elusive Chanteuse,FOND ME I AM MARIA THE ELUSIVE CHANTOOS,SearchCreativeWork
212,snips-train-10188,I'm looking for a picture of Fresh Air,I'M LOOKING FOR A PICTERE OF FRESH AIR,SearchCreativeWork
213,snips-train-10189,Find the Pop Has Freed Us saga,FIND THE POP HAS FREED OF SALDE,SearchCreativeWork
214,snips-train-1019,add The Game to 80'S PARTY,IV E GAN TO AID ES PARTY,AddToPlaylist
215,snips-train-10190,Where to buy video game of Think Fast,WHERE TO BUY THE DEEL GAME OF THINK FAST,SearchCreativeWork
216,snips-train-10191,Pull up Sweeney Todd - Il diabolico barbiere di Fleet Street,POR UPSWENI TOD YIELD TEABOICOBARBIARIDY FLEET STREET,SearchCreativeWork
217,snips-train-10192,find a TV series called Armageddon Summer,FIND A TE V SERIES CALLDORMA GEDNSUMMER,SearchCreativeWork
218,snips-train-10193,How do I get the soundtrack for Hearts of Fencing ?,HOW DO I GET THE SOUND TRACK FOR HARDS OFFENCING,SearchCreativeWork
219,snips-train-10194,show creative painting People & Love,SHOWL CREATIVE PAINTING PEOPLE AND LOVE,SearchCreativeWork
220,snips-train-10195,"find Face the Truth , a TV show",FIND PHASE THE TRUTH ATTI V SHOW,SearchCreativeWork
221,snips-train-10196,Show The drive of life album,SHOWE THE DRIVE OF LIFE ALBLE,SearchCreativeWork
222,snips-train-10197,Find a photograph of Time Loves a Hero,FIND A PHOTOGRAPH OF TOM YARMS A HERO,SearchCreativeWork
223,snips-train-10198,Look for a photograph of Tailwind,YEKE FOR A PHOTOBRAUGH IF TALL WIND,SearchCreativeWork
224,snips-train-10199,find the show The Demi-Gods and Semi-Devils,FIND THE SHOW THE DAM IGUNS AND SEM I DEVOLS,SearchCreativeWork
225,snips-train-102,add the artist to my Spooning playlist,ADD THE ARTIST TO MY SPOONING PLOOIST,AddToPlaylist
226,snips-train-1020,Please add a track by david freiberg to my workout playlist.,PLEASE ADD A TRACK BY DAVID FIBR TO MY WORK OUT PLAOLIST,AddToPlaylist
227,snips-train-10200,Search for TERA The Exiled Realm of Arborea,SEARCH FOR TERROR THE EXILED ROME OF ARBORIA,SearchCreativeWork
228,snips-train-10201,I'd like to see the picture The Principle of Hope,I'D LIKE TO SEE THE PICTURE THE PRINCIPLE OF HOPE,SearchCreativeWork
229,snips-train-10202,Where can I listen to the song The Lost Worlds of Planet Earth,WORE CAN I LISTEN TO DES SONG THE LOST WORLDS OF PLAN AND TURF,SearchCreativeWork
230,snips-train-10203,Please find me Chance Pe Dance .,PLEASE FIND ME CHANCE P BANDS,SearchCreativeWork
231,snips-train-10204,Find a book called Environment and Behavior .,FIND A BOOK CALLED ENVIRONMENT AND BEHAVIOR,SearchCreativeWork
232,snips-train-10205,find Cover Her Face,FINE COVER HER FACE,SearchCreativeWork
233,snips-train-10206,"find ArcIMS , a picture",FIND ORGAUMESS A PICTURE,SearchCreativeWork
234,snips-train-10207,What does For All the Wrong Reasons look like,WHAT DOES FOR ANYTHY ROUND REASONS LOOK LIKE,SearchCreativeWork
235,snips-train-10208,find Loved Ones for me,FAN LOVED ONE FOR ME,SearchCreativeWork
236,snips-train-10209,Find a movie called Greatest Time of Year .,FIND MUVI CALLED GREATEST TIME OF YEAR,SearchCreativeWork
237,snips-train-1021,Add song to my Club Hits,ADD SONG TO MY QUOBHETS,AddToPlaylist
238,snips-train-10210,Find the Collision in Black painting,FIND THE COLLISION IN BLACK PAINTING,SearchCreativeWork
239,snips-train-10211,Please get me Stories from the English and Scottish Ballads show .,PLEASE GETEN ME STORIES FROM THE ENGLISH AND SCOTTISH BALLAD SHOW,SearchCreativeWork
240,snips-train-10212,Can you help me search the album titled PlayMaker Football ?,CAN YOU HELP ME SEARCH OF THE ALBON TITLED PLAYMAKER OR FOOTBALL,SearchCreativeWork
241,snips-train-10213,find a television show called Tiny Dancer,FIND A TELEVISION SHO CALLED TINY DANCER,SearchCreativeWork
242,snips-train-10214,Show me The Courts of Chaos,SHOW ME THE COURTS OF CHAOS,SearchCreativeWork
243,snips-train-10215,Find a TV show called The SoulTaker .,FIND A T V SHO CALLED THE SOLTAKER,SearchCreativeWork
244,snips-train-10216,I'm looking for a movie called Salvage Mice .,I'M LOOKING FOR A MRECALLED SALUGE MICE,SearchCreativeWork
245,snips-train-10217,Find Half a Sixpence photograph,FINE HALF A SIXPINCE FOTODRAUTH,SearchCreativeWork
246,snips-train-10218,Show An Actress for the newest album .,SHOW HIM ACTRESS FOR THE NEWEST ALBOW,SearchCreativeWork
247,snips-train-10219,Find The Garden of Eden,FINE THE GARDEN OF EDEN,SearchCreativeWork
248,snips-train-1022,add bad news to highway 61 playlist,ADBAN USED TO HIGHWAY SIXTY ONE PLALIST,AddToPlaylist
249,snips-train-10220,Where can I watch the trailer of the National Treasures - The Complete Singles,WHERE CAN I WATCH THE TRAILER OF THE NATIONAL TREASURES THE COMPLETE SINGLS,SearchCreativeWork
250,snips-train-10221,Find the Mystery Woman saga,FIND THE MYSTERY WARMAND SONDER,SearchCreativeWork
251,snips-train-10222,play the Baldur’s Gate II Throne of Bhaal saga,PLAY THE BALDERS GA CHE THRONE OF BALSALGA,SearchCreativeWork
252,snips-train-10223,Look for the creative work called White Sugar,LOOK FOR THE CREATIVE WORK CALLED WHITE SUGAR,SearchCreativeWork
253,snips-train-10224,Looking for A Black Ribbon for Deborah .,LOOKING FOR A BLACK RIBBON FOR DERBOROU,SearchCreativeWork
254,snips-train-10225,show creative Labor Notes,SHOLL CREATIVE LABOR NOTES,SearchCreativeWork
255,snips-train-10226,Listen to Dragon Ball Music Collection,LISTENED TO DRAGON BALM MUSIC COLLECTION,SearchCreativeWork
256,snips-train-10227,Show The Late Great Townes Van Zandt,SHOW THE LATE GREAT TOWNS VAN'S ANT,SearchCreativeWork
257,snips-train-10228,play the album Journeyman,PLOYD THE ALBAN JOURNEYMAN,SearchCreativeWork
258,snips-train-10229,Play me Memoirs of Modern Love Curious Age,PLAYING ME MENMOIRS OF MODERN LOVE CURIOUS AGE,SearchCreativeWork
259,snips-train-1023,add this song to my workout playlist,ADD THIS SONG TO MY WORKOUT POILIST,AddToPlaylist
260,snips-train-10230,Show Minutes to Midnight photograph,SURE MINUTES TO MIDNIGHT FOLDOGRAPH,SearchCreativeWork
261,snips-train-10231,find a TV show called Perfect Chemistry,FIND A T V SHO CALLED PERFECT CHEMISTRY,SearchCreativeWork
262,snips-train-10232,What is the television show Phil Ochs There but for Fortune playing,WHAT IS THE TELEVISIAN SHOW FELLOAKS THERE BUT FOR FORTUNE PLAYING,SearchCreativeWork
263,snips-train-10233,Where can I buy a used copy of the game called I Lie Around ?,WHERE CAN I BUY A USED COPY OF THE GAME CALLED A LIE AROUND,SearchCreativeWork
264,snips-train-10234,show me the movie Haunted Spooks,SHEW ME THE MOVIE HARTED SPOOKS,SearchCreativeWork
265,snips-train-10235,Find me the book called Suffer,FINE REVER BOOK CALLED SOPHER,SearchCreativeWork
266,snips-train-10236,Can you get me the All Night Long 3 The Final Chapter novel ?,CAN YOU GET ME VE ALL NIGHT LONG THROUGH THE FINAL CHAPTER NOVEL,SearchCreativeWork
267,snips-train-10237,Can you find me the trailer of the Hippocratic Oath ?,CAN YOU FIND ME THE TRAILER OF THE HIPPOCRATITOTH,SearchCreativeWork
268,snips-train-10238,play Off the Ground,PLAY OFFLHY GROUND,SearchCreativeWork
269,snips-train-10239,What is the book Sell Your Body ?,WHAT IS THE BROK SO YOR BODY,SearchCreativeWork
270,snips-train-1024,add Tarte to bandas sonoras playlist,AN TORTBOND O SINOR SPOILIST,AddToPlaylist
271,snips-train-10240,Find the Another Ticket game,FINDY ANOTHER TAKEN GAME,SearchCreativeWork
272,snips-train-10241,I'm looking for the television show titled Justice League,I'M LOOKING FOR THE TELEVISION SHOW TITLE JUST AC LEAGUE,SearchCreativeWork
273,snips-train-10242,show creativity of Home Brew,SHOALL CREATIVITY OF HOMBR,SearchCreativeWork
274,snips-train-10243,Find a show called In fondo al buio .,FIND A SHORE COLD IN FONDER ALBUILL,SearchCreativeWork
275,snips-train-10244,show creative soundtrack Pitch Black Brigade,SHOLL CREATIVE SOUN TRACK PITCH BLACK REGAN,SearchCreativeWork
276,snips-train-10245,I want the video game Two More Years,I WANT THE VIDIO GAM TWO MORE YEARS,SearchCreativeWork
277,snips-train-10246,find At This Point in Time,FIND AT THIS POINT IN TIE,SearchCreativeWork
278,snips-train-10247,"find TaskCracker for Outlook , a game",FINE TASKED CRACKER FOR OUTLOOK A GAME,SearchCreativeWork
279,snips-train-10248,Where can I get the novel Flesh-Colored Horror,WHERE CAN I GET THE NOVEL FLESH COLOURED HORROR,SearchCreativeWork
280,snips-train-10249,show creativity of All for One,SHOL CREATIVITY OF ALL FULL ONE,SearchCreativeWork
281,snips-train-1025,Add Buddy DeSylva to my this is j balvin playlist,AD BULLIDHE SILVER TO MY THIS IS J BALVIN PLALIST,AddToPlaylist
282,snips-train-10250,Find The Press of Atlantic City movie,FIND THE PRESS OF ATLANTIC CITY MOVI,SearchCreativeWork
283,snips-train-10251,play the video game The Sparrow,PLAY THE VIDIO GAME THE SPARROW,SearchCreativeWork
284,snips-train-10252,Find me the Big Sean discography soundtrack,FINALLY TE BIG SHON DIS CONGRAPY SOUND TRACK,SearchCreativeWork
285,snips-train-10253,find Black Mirror III Final Fear,FINE BLACK MERROR THREE FINAL FEAR,SearchCreativeWork
286,snips-train-10254,Please find the Infrared Riding Hood TV show .,PLEASE FIND THE INFERADE RIDING HO T V SHOW,SearchCreativeWork
287,snips-train-10255,I want to play the video game International Pinguicula Study Group Newsletter,I WANT TO PLAY THE VIDIO GAME INTERNATIONAL BEING RICUL A STUDY GROUP NEW'S LETTER,SearchCreativeWork
288,snips-train-10256,Please search the Karobar Economic Daily picture .,PLEASE SEARCH THE CAROBAR ECONOMIC DAILY PICTURE,SearchCreativeWork
289,snips-train-10257,Where can I locate the game Legion of Mary The Jerry Garcia Collection,WHERE CAN I LOCATE THE GAME LEGION OF MERRY THE JERRY GARCEA COLLECTION,SearchCreativeWork
290,snips-train-10258,Find Journeyman .,FIND A JOURNEYMAN,SearchCreativeWork
291,snips-train-10259,Can you find a picture of The Rambler,CAN YOU FIND A PICTURE OF THE RAMBLER,SearchCreativeWork
292,snips-train-1026,Add Welcome to the Cruel World to my Reggae Classics,ADD WELCOME TO THE CRUEL WORLD TO MY REGUAT CLASSICS,AddToPlaylist
293,snips-train-10260,Can you look up the Galsoft Linux TV series ?,CAN YOU LOOK UP THE GALSHOFT LINEX T V CERIES,SearchCreativeWork
294,snips-train-10261,play the song S.F. sound furniture,PLAY THE SONG A SAPHSOUND FURNITURE,SearchCreativeWork
295,snips-train-10262,I'm looking for the show Pulse 2 Afterlife,I'M LOOKING FOR THE SHOW PULSE TOO AFTER LIFE,SearchCreativeWork
296,snips-train-10263,"find Welcome to the El-Palacio , a movie",FINE WELCOME TVIEL POASIO AMUVI,SearchCreativeWork
297,snips-train-10264,find Chant Down Babylon The Island Anthology,FINE CHANNE DOWN BOUD ALONG THE ISLAND AND FOLOGY,SearchCreativeWork
298,snips-train-10265,I want to listen to the soundtrack Bed of Roses,I WANT TO LISTEN TO THE SOUND TRACK BED OF ROSES,SearchCreativeWork
299,snips-train-10266,show creative game Elements of Life Remixed,SHOW CREATIVE GAME ELEMENTS OF LIFE FRE MIXED,SearchCreativeWork
300,snips-train-10267,"Please fine me, Ties That Bind .",PLEASE FIND ME TIES THE BIND,SearchCreativeWork
301,snips-train-10268,Find a TV show called The Extraordinary .,FIND A T V SHO CALLED THE EXTRAORDINARY,SearchCreativeWork
302,snips-train-10269,show me PhotoScape,SHOW ME FOTO SCAPE,SearchCreativeWork
303,snips-train-1027,Put No Mystery into my Punk Essentials playlist.,PUT NO MYSTERY INTO MY PONCESSENTIALS PLAALIST,AddToPlaylist
304,snips-train-10270,find the TV series Box of Moon Light,FIND THE T V SERIOUS BOX OF MOONLIGHT,SearchCreativeWork
305,snips-train-10271,find The Family Jams saga,FIND THE FAMILY JAM SALGA,SearchCreativeWork
306,snips-train-10272,"Please search for the work, Wholehearted .",PLES SEARCH FOR THE WORK HOLHEARTED,SearchCreativeWork
307,snips-train-10273,"find Back to Boomtown Classic Rats Hits , a soundtrack",FINED BACK TO BOOMHOUND CLASSIC RATSHOTS OR SOUN TRACK,SearchCreativeWork
308,snips-train-10274,Find a television show called Structured Fax File .,FIND A TELOVISION SHO CALLED STRUCTURED FAX FILE,SearchCreativeWork
309,snips-train-10275,Where can I find the game Skip to the End ?,WHERE CAN I FIND THE GAME SKIP TO THE END,SearchCreativeWork
310,snips-train-10276,show creativity of Wild About Animals,SHOW CREATIVITY OF WILD DEPOWD ANIMALS,SearchCreativeWork
311,snips-train-10277,find the photograph Hearts Burst into Fire,FIND THE PHOTOGRAPH HARDS PURSET INTO FILE,SearchCreativeWork
312,snips-train-10278,Look for A Terrible Vengeance,LOOK FOR A TERRIBLE VENGEANCE,SearchCreativeWork
313,snips-train-10279,play the What I Need to Do soundtrack,PLAY THE WOOT I NEED TO DO SOUND TRACK,SearchCreativeWork
314,snips-train-1028,add maggie mcgill to my night vibes,AND MAGIE MGIL TO MYNIDE VIVES,AddToPlaylist
315,snips-train-10280,show Under the Sea creative video game,SHOW UNDER THE SEA CREATIVE VINIAL GAME,SearchCreativeWork
316,snips-train-10281,Please get me The National Medical Journal of India game .,PLEASE GET ME THE NATIONAL MEDICAL JOURNAL OF INDIA GAME,SearchCreativeWork
317,snips-train-10282,I'd like to hear the song In a Reverie,I'D LIKE TO HEAR THE SONG IN A REVERIE,SearchCreativeWork
318,snips-train-10283,Find a trailer called Peggy Sue .,FIND THE TRAILER CALLED PEGI SU,SearchCreativeWork
319,snips-train-10284,Find Once Upon a Time in the West,FIND ONCE UPON A TIME IN THE WEST,SearchCreativeWork
320,snips-train-10285,show creative photograph of Icewind Dale Heart of Winter,SHALL CREATIVE PHOTOGRAPH OF ICE WIN DALE HEART OF WINTER,SearchCreativeWork
321,snips-train-10286,Find Digimon Next,FINE DIGI MANNEXT,SearchCreativeWork
322,snips-train-10287,find the game A Russian Beauty and Other Stories,FIND THE GAME A RUSHAN BEAUTY IN OTHER STORIES,SearchCreativeWork
323,snips-train-10288,Show me the Live~Legend 1999 & 1997 Apocalypse TV show,SHOW ME THE LIVE LEGEND NINETEEN NINETY NINE AND NINETEEN NINETY SEVEN APOCCOWEPS T V SHOW,SearchCreativeWork
324,snips-train-10289,show creative picture of The Secret Doctrine,SHOW CREATIVE PICTURE OF THE SECRET DOCTRIN,SearchCreativeWork
325,snips-train-1029,add this artist to the playlist called Fusion Fest,ADD THIS ARTIST TO THE PLAOLIST CALLED FUSION FEST,AddToPlaylist
326,snips-train-10290,Can I get the game List of Mew singles ?,CAN I GET THE GAME LIST OF MEW SINGLES,SearchCreativeWork
327,snips-train-10291,Find the book called Black Wings of Destiny,FINELY BOOK CALLED BY QUEENS OF DESTINY,SearchCreativeWork
328,snips-train-10292,Find a saga called The Devil Went Down to Georgia .,FIND ASANGA CALLED THE DEVIL WENT DOWN TO GEORGIA,SearchCreativeWork
329,snips-train-10293,Where to buy book Bright Ambush,WERE TO BUY BAK BRIGHT HAMBRISH,SearchCreativeWork
330,snips-train-10294,Show me the work Not a Little Girl Anymore,SHOW ME THE WORK NOT A LITTLE GIRL ANY MORE,SearchCreativeWork
331,snips-train-10295,Where can I buy the soundtrack Bridge of Souls,WORK IN I BY THE SOUND TRACK BRIDGE OF SOLS,SearchCreativeWork
332,snips-train-10296,is there a program about The Last Flight ?,IS THERE A PROGRAMME ABOUT THE LAST FLIGHT,SearchCreativeWork
333,snips-train-10297,show creativity in Ah,SHOW CLEAR TIVITY IN AWE,SearchCreativeWork
334,snips-train-10298,Find a novel called East Liberty,FIND A NOVEL CALLED EAST LIBERDY,SearchCreativeWork
335,snips-train-10299,find a soundtrack called Billboard Hot R&B Hits 1981,FIND A SOUND TRACK CALLED BILL BORD HATT'S ORAND BEHINCH NINETEEN EIGHTY ONE,SearchCreativeWork
336,snips-train-103,Add the tune to my House Afterwork playlist.,ADD THE TUNE TO MY HOUSE AFTER WORK PLALIST,AddToPlaylist
337,snips-train-1030,Add Barbara to the metal xplorer playlist.,ADD BARBARA TO THE MIDLE EXPORRPOILIST,AddToPlaylist
338,snips-train-10300,Show me Cut the Rope video game,SHOW ME CUT THE ROPE VIDIAL GAME,SearchCreativeWork
339,snips-train-10301,some me a Healthy picture,SOME MERE HEALTHY PICTURE,SearchCreativeWork
340,snips-train-10302,find a TV show called Engaged to the Unidentified,FIND A T V SHOKALLED ENGAGED TO BE UNIDENTIFIED,SearchCreativeWork
341,snips-train-10303,look for the book titled Iranian Journal of Fuzzy Systems,LOOK FOR THE BOCTINAL THE ORANIAN JOURNAL OF FUZZY SYSTEMS,SearchCreativeWork
342,snips-train-10304,I'm looking for the painting God Must Have Spent a Little More Time on You,I'M LOOKING FOR THE PAINTING GOD MUST HAVE SPENT A LITTLE MORE TIME ON YOU,SearchCreativeWork
343,snips-train-10305,Find me the painting Fallen Sanctuary,FINALLY THE PAINTING FALLEN SANCTUARY,SearchCreativeWork
344,snips-train-10306,I'd like to see the novel An Inquiry into the Good,I'D LIKE TO SEE THE NOVEL AND INQUIRY AND TO THE GOOD,SearchCreativeWork
345,snips-train-10307,Where do get photograph of My Own Best Enemy,WHERE DOU GET PHOTOGRAPH OF MY OWN BEST ENEMY,SearchCreativeWork
346,snips-train-10308,find the painting The Adventures of Teddy Ruxpin,FIND THE PAINTING THE ADVENTURES OF TADRY ROXPIN,SearchCreativeWork
347,snips-train-10309,Find a song called Bronco Billy .,FIN DE SONG CAD BRANCOO BOOI,SearchCreativeWork
348,snips-train-1031,rate tune to 90's Baby Makers,RED TUNE TO NINETY IS BABY MAKERS,AddToPlaylist
349,snips-train-10310,Where can I buy the movie Totality,WHERE CAN I BUY THE MUVITOTALITY,SearchCreativeWork
350,snips-train-10311,Find The Gill Deacon Show .,FIND THE GIL DEACAN SHOW,SearchCreativeWork
351,snips-train-10312,Search for the Exiles of Time book,SEARCH FOR THE EXILES OF TIME BOOK,SearchCreativeWork
352,snips-train-10313,I'm looking for a novel called And Then There Was Light .,I'M LOOKING FOR A NOVEL CALLED AND THEN THERE WAS LIGHT,SearchCreativeWork
353,snips-train-10314,Find a video game called The Mysterious Castle in the Carpathians .,FIND A VIDIO GAME CALLED THE MYSTERIOUS CASTLE AND THE CARPATHIANS,SearchCreativeWork
354,snips-train-10315,find the painting Retro Active,FIND THE PAINTING RETROACTIVE,SearchCreativeWork
355,snips-train-10316,Do you know of a song by the Mande Studies Association ?,DO YOU KNOW THE SONG BY THE MONDAY STUDIES ASSOCIATION,SearchCreativeWork
356,snips-train-10317,Can you pull up Queen of the Organ,CAN YOU COR QUEEN OF THE ORGIN,SearchCreativeWork
357,snips-train-10318,Find a show called Friday Download .,FIND A SHOE CALLED FRIDAY DOWN LOAD,SearchCreativeWork
358,snips-train-10319,Get the video game of The Chipmunk Song,GET THE VIDIAL GAME OF THE CHIPMUNK SONG,SearchCreativeWork
359,snips-train-1032,Add nyoil to my this is prince playlist,ADUN WHY OL TO MY THISIS PRINCE PLAILIST,AddToPlaylist
