,train_index,train_sentence,brian_sentence,train_label
210,snips-train-10186,I'm looking for The Music of Nashville Season 3 saga,I AM LOOKING FOR THE MUSIC OF NASHVILLE SEASON THREESAGA,SearchCreativeWork
211,snips-train-10187,find Me. I Am Mariah… The Elusive Chanteuse,FIND ME I MARIAH FOR YE LUSE EF CHRANTEURS,SearchCreativeWork
212,snips-train-10188,I'm looking for a picture of Fresh Air,I'M LOOKING FOR A PICTUR IN FOSHIRE,SearchCreativeWork
213,snips-train-10189,Find the Pop Has Freed Us saga,FIND THE POPUS FREEDOF SARGO,SearchCreativeWork
214,snips-train-1019,add The Game to 80'S PARTY,AT THE GAME TURATE'S PARTY,AddToPlaylist
215,snips-train-10190,Where to buy video game of Think Fast,OR  TBIVE  YOUR GAME OF THINK FOST,SearchCreativeWork
216,snips-train-10191,Pull up Sweeney Todd - Il diabolico barbiere di Fleet Street,PULL UP SWEEMITAT IL DIOBOLICO BOBIERE A D FLEET STREET,SearchCreativeWork
217,snips-train-10192,find a TV series called Armageddon Summer,FIND THAT  V SAER IS COON DARM AGAIN IN SOMMER,SearchCreativeWork
218,snips-train-10193,How do I get the soundtrack for Hearts of Fencing ?,HOW DO I GOT THE SOUND TRACK FOR HART SHE FANCIN,SearchCreativeWork
219,snips-train-10194,show creative painting People & Love,YOR CREATIVE PAINTING PEOPLE AND LOUGH,SearchCreativeWork
220,snips-train-10195,"find Face the Truth , a TV show",FINE FACE THE TRUCH AT VE SHOW,SearchCreativeWork
221,snips-train-10196,Show The drive of life album,SHILL THE DRIVE OF LIFE AUBL,SearchCreativeWork
222,snips-train-10197,Find a photograph of Time Loves a Hero,FIND A PHOTOGRAPH OF TIME LOVS HERO,SearchCreativeWork
223,snips-train-10198,Look for a photograph of Tailwind,NICK FOR A PHOTOGRAPH OF TAL WIND,SearchCreativeWork
224,snips-train-10199,find the show The Demi-Gods and Semi-Devils,FIND THE SHEL DE DE ME GODS AND SAMMI DEVILS,SearchCreativeWork
225,snips-train-102,add the artist to my Spooning playlist,ADLEAUTUS TO MAH SPOONING PLAYLIST,AddToPlaylist
226,snips-train-1020,Please add a track by david freiberg to my workout playlist.,PLEASE OUT ER TRACK BY DAVID FRYBERG TO MY WORKOUT PLANIST,AddToPlaylist
227,snips-train-10200,Search for TERA The Exiled Realm of Arborea,SEARCH FOR TE OF THE EXOILED REALM OF ARBERIA,SearchCreativeWork
228,snips-train-10201,I'd like to see the picture The Principle of Hope,I'D LIKE TO SEE THE PICTURE THE PRINCIPLE OF HOPE,SearchCreativeWork
229,snips-train-10202,Where can I listen to the song The Lost Worlds of Planet Earth,WHERE CAN IUR LISTEN TO THE SHONBELOST WORLD OF PLABAGE HERT,SearchCreativeWork
230,snips-train-10203,Please find me Chance Pe Dance .,PLEASE FIND ME CHANCE PBANDS,SearchCreativeWork
231,snips-train-10204,Find a book called Environment and Behavior .,FIND A BIT CLAED ENVIRONMENT AND BEHAVIOR,SearchCreativeWork
232,snips-train-10205,find Cover Her Face,FINE COVER HER FACE,SearchCreativeWork
233,snips-train-10206,"find ArcIMS , a picture",FINE DARCAO MAS A PICTURE,SearchCreativeWork
234,snips-train-10207,What does For All the Wrong Reasons look like,YEAT DOGE FERRY IN LANGREGIONS IN ACLOIC,SearchCreativeWork
235,snips-train-10208,find Loved Ones for me,FINE BLOVED ONES FOR ME,SearchCreativeWork
236,snips-train-10209,Find a movie called Greatest Time of Year .,FIND THE MOVI CON GREATES TIME OF YEAR,SearchCreativeWork
237,snips-train-1021,Add song to my Club Hits,A SHON TO MY CLUB HITCH,AddToPlaylist
238,snips-train-10210,Find the Collision in Black painting,FIND THE COLLISION IN BLACK PAINTING,SearchCreativeWork
239,snips-train-10211,Please get me Stories from the English and Scottish Ballads show .,PLEASE GET ME STORIES FROM THE ENGLISH AND SCOTTISH BARLODS SHOW,SearchCreativeWork
240,snips-train-10212,Can you help me search the album titled PlayMaker Football ?,CAN YOU HELP ME SEARCH THE ALBAN TITLED PLAY MAKER FOOTBALL,SearchCreativeWork
241,snips-train-10213,find a television show called Tiny Dancer,FIND E TELLER VISION SHOW ME IN TINY DOWN SIR,SearchCreativeWork
242,snips-train-10214,Show me The Courts of Chaos,SHOW ME THE COURTS OF CHAOS,SearchCreativeWork
243,snips-train-10215,Find a TV show called The SoulTaker .,FIND THE TEA WE SHOW QUEEN THE SON CAKA,SearchCreativeWork
244,snips-train-10216,I'm looking for a movie called Salvage Mice .,ARM LOOKING FOR A NEVICADE SALVIGE MISE,SearchCreativeWork
245,snips-train-10217,Find Half a Sixpence photograph,FIMED HALF O SIKSPINCH PHOTOGRAPH,SearchCreativeWork
246,snips-train-10218,Show An Actress for the newest album .,SHOWANACTRESS FOR THE NEWEST ALBUM,SearchCreativeWork
247,snips-train-10219,Find The Garden of Eden,FINE THE GOWDEN OF ETEN,SearchCreativeWork
248,snips-train-1022,add bad news to highway 61 playlist,AT BAD MEANS TO HIGHWAY SIXTY ONE PLAINLIST,AddToPlaylist
249,snips-train-10220,Where can I watch the trailer of the National Treasures - The Complete Singles,WHERE CAM I WATCH THE TRAIL OR OF THE NATIONAL TREASURES THE COMPLETE SINGLES,SearchCreativeWork
250,snips-train-10221,Find the Mystery Woman saga,FIND THE MYSTERY WO AN SAGE,SearchCreativeWork
251,snips-train-10222,play the Baldur’s Gate II Throne of Bhaal saga,PLAY THE BOLDESCAKE TWO THRONE OF BARLSAGO,SearchCreativeWork
252,snips-train-10223,Look for the creative work called White Sugar,LOOK FOR THE CREATIVE WORK CUANED WHITE SHUGO,SearchCreativeWork
253,snips-train-10224,Looking for A Black Ribbon for Deborah .,LOOKING FOR A BLACK RIBBON FOR DEBORA,SearchCreativeWork
254,snips-train-10225,show creative Labor Notes,SHO CREATIVE LABOR NOTE,SearchCreativeWork
255,snips-train-10226,Listen to Dragon Ball Music Collection,LISTEN TO DRAGON BAY MUSIC COLLECTION,SearchCreativeWork
256,snips-train-10227,Show The Late Great Townes Van Zandt,SHOWL THE LATE GREAT TOWNS VANZAN,SearchCreativeWork
257,snips-train-10228,play the album Journeyman,PLAY THE ALBUNCHERME MUN,SearchCreativeWork
258,snips-train-10229,Play me Memoirs of Modern Love Curious Age,PLAINLY MEMOIRS OF MODERN LOVE CURIOUS AGE,SearchCreativeWork
259,snips-train-1023,add this song to my workout playlist,ADD THIS SONG TO MY WORKOUT PLAYLIST,AddToPlaylist
260,snips-train-10230,Show Minutes to Midnight photograph,CHOMINIGCH TO MAKE MY PHOTOGRAPH,SearchCreativeWork
261,snips-train-10231,find a TV show called Perfect Chemistry,FIND THE TEA WE SHOW COON PERFECT CAREMISTRY,SearchCreativeWork
262,snips-train-10232,What is the television show Phil Ochs There but for Fortune playing,WHAT IS THE TELEVISION SHOW FILOAKS THERE BUT FOR FORTUNE PLAYING,SearchCreativeWork
263,snips-train-10233,Where can I buy a used copy of the game called I Lie Around ?,WHERE CAN I BUY A USED COPY OF THE GAME COON DI LYING ROUND,SearchCreativeWork
264,snips-train-10234,show me the movie Haunted Spooks,CHOW ME VE MOVI HAUNTED SPOOT,SearchCreativeWork
265,snips-train-10235,Find me the book called Suffer,FINED MOVE A BIT PAD SHAFFER,SearchCreativeWork
266,snips-train-10236,Can you get me the All Night Long 3 The Final Chapter novel ?,CAN YOU GET ME VIN NIGHT LONG THREE THE FINAL CHAP TO NOHIN,SearchCreativeWork
267,snips-train-10237,Can you find me the trailer of the Hippocratic Oath ?,CAN YOU FIND ME THE TRAIL OR OF THE HYPOCRITIC HOAST,SearchCreativeWork
268,snips-train-10238,play Off the Ground,PERIOSTEGRAND,SearchCreativeWork
269,snips-train-10239,What is the book Sell Your Body ?,LETTERS FOR BETI YUD BATTER,SearchCreativeWork
270,snips-train-1024,add Tarte to bandas sonoras playlist,ADS TAR TO BUND A SONO RAS PLAYLIST,AddToPlaylist
271,snips-train-10240,Find the Another Ticket game,FINALLY AMOUT A TRICKET GAME,SearchCreativeWork
272,snips-train-10241,I'm looking for the television show titled Justice League,I'M LOOKING FOR THE TELA VISION SHOW TITLE JUST ICE LEGUE,SearchCreativeWork
273,snips-train-10242,show creativity of Home Brew,CURE CREATIVITY OF HOME BLE,SearchCreativeWork
274,snips-train-10243,Find a show called In fondo al buio .,FIMBE SHOW CUAGE AND FENDO ALBUYO,SearchCreativeWork
275,snips-train-10244,show creative soundtrack Pitch Black Brigade,YO CREATIVE SALM TRACK PITCH BLOCK BRIGEDE,SearchCreativeWork
276,snips-train-10245,I want the video game Two More Years,I WANT TO VIT YOUR GAME TWO MORE YEARS,SearchCreativeWork
277,snips-train-10246,find At This Point in Time,FIND OF THIS POINT IN TIME,SearchCreativeWork
278,snips-train-10247,"find TaskCracker for Outlook , a game",FARM TOIS CARCUFRATUC AGAME,SearchCreativeWork
279,snips-train-10248,Where can I get the novel Flesh-Colored Horror,WHERE CAN I GET EM OF A FLUSH COLEND HORROR,SearchCreativeWork
280,snips-train-10249,show creativity of All for One,TURE CREATIVITY OF MIN PINAM,SearchCreativeWork
281,snips-train-1025,Add Buddy DeSylva to my this is j balvin playlist,ATBODY THE SILVER TOMATIS IS GE BALVING PLAYLIST,AddToPlaylist
282,snips-train-10250,Find The Press of Atlantic City movie,FIND THE PRESSE OF ATLANTIC SHETTY MOVI,SearchCreativeWork
283,snips-train-10251,play the video game The Sparrow,PLAY THE VIDIO GAME THE SPARROW,SearchCreativeWork
284,snips-train-10252,Find me the Big Sean discography soundtrack,FINELYTHE BRIG SHORN DIS COGRAPHY SOUND TRACK,SearchCreativeWork
285,snips-train-10253,find Black Mirror III Final Fear,FINE BLACKMARE THREE FINAL FARE,SearchCreativeWork
286,snips-train-10254,Please find the Infrared Riding Hood TV show .,PLEASE FIND THE INFERRID RIDIN HOTE VE SHOW,SearchCreativeWork
287,snips-train-10255,I want to play the video game International Pinguicula Study Group Newsletter,I WANT TO PLAY THE VIDIO GAME INTERNATIONAL PINGLICULA STUDY GROUP NEWS LETTER,SearchCreativeWork
288,snips-train-10256,Please search the Karobar Economic Daily picture .,PLEASE SEARCH THE CARO BAR ECONOMIC DAILY PICTURE,SearchCreativeWork
289,snips-train-10257,Where can I locate the game Legion of Mary The Jerry Garcia Collection,WHERE A CANA LOCATE THE DA LEGION OF MARY VAGERYGACIA COLLECTIO,SearchCreativeWork
290,snips-train-10258,Find Journeyman .,FINE JURANY ONE,SearchCreativeWork
291,snips-train-10259,Can you find a picture of The Rambler,CAN YOU FIND A PICTURE OF THE RAMBLER,SearchCreativeWork
292,snips-train-1026,Add Welcome to the Cruel World to my Reggae Classics,ADD WELCOME TO THE CRUWY WORLD TO MY REGATE CLASSICS,AddToPlaylist
293,snips-train-10260,Can you look up the Galsoft Linux TV series ?,CAN YOU LOOK UP THE GOEN SOFT LIMMAP TE V SA RACE,SearchCreativeWork
294,snips-train-10261,play the song S.F. sound furniture,PLAY THE SONG ESSESOU FURNITURE,SearchCreativeWork
295,snips-train-10262,I'm looking for the show Pulse 2 Afterlife,I'M LOKING FOR TE SHOWN PACE TOO AFTER LIFE,SearchCreativeWork
296,snips-train-10263,"find Welcome to the El-Palacio , a movie",FIND WELCOME TO THE OLD POLACIO AMOVI,SearchCreativeWork
297,snips-train-10264,find Chant Down Babylon The Island Anthology,FIND CHAM DOWN BABILON THE ISLAND ANTHOLOGY,SearchCreativeWork
298,snips-train-10265,I want to listen to the soundtrack Bed of Roses,I WANT TO LISTEN TO THE SOUND TRACKBED OF RONGES,SearchCreativeWork
299,snips-train-10266,show creative game Elements of Life Remixed,SU CREATIVE GAME ELEMENTS OF LIFE REEMIXED,SearchCreativeWork
300,snips-train-10267,"Please fine me, Ties That Bind .",PLEASE FIND ME TISE THAT BIND,SearchCreativeWork
301,snips-train-10268,Find a TV show called The Extraordinary .,FIND E T V SHO QUEN THE EXTRAORDINARY,SearchCreativeWork
302,snips-train-10269,show me PhotoScape,CHOW ME PHOTO SCAPE,SearchCreativeWork
303,snips-train-1027,Put No Mystery into my Punk Essentials playlist.,PUT NO MYSTERY INTO MY PUNCESENTIALS PLAILIST,AddToPlaylist
304,snips-train-10270,find the TV series Box of Moon Light,FIND THA  V SERY'S BOX OF MOON LIGHT,SearchCreativeWork
305,snips-train-10271,find The Family Jams saga,FONGE FAMILY GERM SAGO,SearchCreativeWork
306,snips-train-10272,"Please search for the work, Wholehearted .",PLEASE SEARCH FOR THE WORK HULL HEARTED,SearchCreativeWork
307,snips-train-10273,"find Back to Boomtown Classic Rats Hits , a soundtrack",FIME BACK TO BOOMB TON CLASSIC RATS HOOTS A SOUND TRACK,SearchCreativeWork
308,snips-train-10274,Find a television show called Structured Fax File .,FIND E TELLER VISION SHOWCADE STRUCTURED FAT FILE,SearchCreativeWork
309,snips-train-10275,Where can I find the game Skip to the End ?,WHERE CAN I FIND THE GAME SKIP TO THE END,SearchCreativeWork
310,snips-train-10276,show creativity of Wild About Animals,TU CREATIVITY OF WILD ABOUT ANIMALS,SearchCreativeWork
311,snips-train-10277,find the photograph Hearts Burst into Fire,FIND THE PHOTOGRAPH HATCH PURST INTO FIRE,SearchCreativeWork
312,snips-train-10278,Look for A Terrible Vengeance,NICFERE TERABI VENGEANCE,SearchCreativeWork
313,snips-train-10279,play the What I Need to Do soundtrack,PLAVER WHAT I NEED TO DO SOUMDS TRUCK,SearchCreativeWork
314,snips-train-1028,add maggie mcgill to my night vibes,AD MAGI MAGILTO MY NIGHT FIBES,AddToPlaylist
315,snips-train-10280,show Under the Sea creative video game,SHOW UNDER THE SECREATIVE VIDIO GAME,SearchCreativeWork
316,snips-train-10281,Please get me The National Medical Journal of India game .,PLEASE GET ME THE NATIONAL MAGICAL JOURNAL OF INDIA GAME,SearchCreativeWork
317,snips-train-10282,I'd like to hear the song In a Reverie,I'D LIKE TO HEAR THE SONIMA REVERIE,SearchCreativeWork
318,snips-train-10283,Find a trailer called Peggy Sue .,FIND THE TRAIL OF QUAINT PEGGY SHO,SearchCreativeWork
319,snips-train-10284,Find Once Upon a Time in the West,FIND TENSHIP ON E TARM IN THE WORST,SearchCreativeWork
320,snips-train-10285,show creative photograph of Icewind Dale Heart of Winter,YUR CREATIVE PHOTOGRAPH OF ICEWIND DAL HEART OF WINTER,SearchCreativeWork
321,snips-train-10286,Find Digimon Next,FIND TE GIMON NEXT,SearchCreativeWork
322,snips-train-10287,find the game A Russian Beauty and Other Stories,FIND THE GAME A RUTIAN BEAUTY AND OTHER STORIES,SearchCreativeWork
323,snips-train-10288,Show me the Live~Legend 1999 & 1997 Apocalypse TV show,SHOW ME THE LIVE LEGEND NINETEEN NINETY NINE NINETEEN NINETY SEVEN LEPOCALIPS T V SHOW,SearchCreativeWork
324,snips-train-10289,show creative picture of The Secret Doctrine,YURE CREATIVE PICTURE OF THE SECRET DOCTRINE,SearchCreativeWork
325,snips-train-1029,add this artist to the playlist called Fusion Fest,ADD THIS ORTIST TO THE PLAYLESTQUADE FUSION FIRST,AddToPlaylist
326,snips-train-10290,Can I get the game List of Mew singles ?,CAN I GET THE GAMELIST OF MUSINGLES,SearchCreativeWork
327,snips-train-10291,Find the book called Black Wings of Destiny,FIND THE BULKQADE BLACK WINGS OF DRESTINY,SearchCreativeWork
328,snips-train-10292,Find a saga called The Devil Went Down to Georgia .,FIND E SARGO QUAK THE DEVIL WENT DOWN TO GEORGIA,SearchCreativeWork
329,snips-train-10293,Where to buy book Bright Ambush,WERE TO BARBIC BRAR TAM BUSH,SearchCreativeWork
330,snips-train-10294,Show me the work Not a Little Girl Anymore,TELL ME THE WORK NOT A LOOKING GIRL AMI ME,SearchCreativeWork
331,snips-train-10295,Where can I buy the soundtrack Bridge of Souls,OR A COME ON A BAR THE SOUND TRACK BRIDGE OF SOULS,SearchCreativeWork
332,snips-train-10296,is there a program about The Last Flight ?,IS THERE A PROGRAMM ABOUT THE LAST FLIGHT,SearchCreativeWork
333,snips-train-10297,show creativity in Ah,TIL CREATIVITY IN AWE,SearchCreativeWork
334,snips-train-10298,Find a novel called East Liberty,FIND E MOVEL QLAY DEE STLIPPETY,SearchCreativeWork
335,snips-train-10299,find a soundtrack called Billboard Hot R&B Hits 1981,FIND A SOUND TRACK QUANE BABY AND HOT IRON BHITS NINETEEN EIGHTY ONE,SearchCreativeWork
336,snips-train-103,Add the tune to my House Afterwork playlist.,ATTE TUNE TO MY HOWSOFT THE WORK PLAYLIST,AddToPlaylist
337,snips-train-1030,Add Barbara to the metal xplorer playlist.,AT BARBRO TO THE METAL EXPEAREPLALIST,AddToPlaylist
338,snips-train-10300,Show me Cut the Rope video game,CHO ME CUT THE ROPVIDIO GAME,SearchCreativeWork
339,snips-train-10301,some me a Healthy picture,SAM ME A HEALTHY PICTURE,SearchCreativeWork
340,snips-train-10302,find a TV show called Engaged to the Unidentified,FIND THAT EV CHAUCOND ENGAGED TO THE UNIDENTIFIED,SearchCreativeWork
341,snips-train-10303,look for the book titled Iranian Journal of Fuzzy Systems,NICK FOR YE BIC TARCE DERAMIAN JOURNAL OF FUZZY SYSTEMS,SearchCreativeWork
342,snips-train-10304,I'm looking for the painting God Must Have Spent a Little More Time on You,I'M LOOKING FOR THE PAINTING GOD MUST HAVE SPRENT A LITTLE MER TIME ON YOU,SearchCreativeWork
343,snips-train-10305,Find me the painting Fallen Sanctuary,FIND ME THE PAINTING FALL ON SANCTURY,SearchCreativeWork
344,snips-train-10306,I'd like to see the novel An Inquiry into the Good,I'D LIKE TO SEE THE NOVELUM INQUIRY INTO THE GOOD,SearchCreativeWork
345,snips-train-10307,Where do get photograph of My Own Best Enemy,WHERE DO YOU GET PHOTOGRAPH OF MY OWN BEST TENAMY,SearchCreativeWork
346,snips-train-10308,find the painting The Adventures of Teddy Ruxpin,FIND THE PAINTING THE ADVENTURES OF TERRY ROCKSPIN,SearchCreativeWork
347,snips-train-10309,Find a song called Bronco Billy .,FARM BERSHANCLEN BRINGOBILLY,SearchCreativeWork
348,snips-train-1031,rate tune to 90's Baby Makers,RITE TUME TO NINETES BABY MAKERS,AddToPlaylist
349,snips-train-10310,Where can I buy the movie Totality,WHERE CAN I BAR THE MOVE IT ROTALITY,SearchCreativeWork
350,snips-train-10311,Find The Gill Deacon Show .,FIND THE GUILDY CON SHOW,SearchCreativeWork
351,snips-train-10312,Search for the Exiles of Time book,SEARCH FEAR CHARLES OF TAM BOOK,SearchCreativeWork
352,snips-train-10313,I'm looking for a novel called And Then There Was Light .,A LICKING FAIL ITHING QUADE AND VENBER WAS LARGE,SearchCreativeWork
353,snips-train-10314,Find a video game called The Mysterious Castle in the Carpathians .,FIND A VIDIO GAME PAN THE MYSTERIOUS CASTLE IN THE CALPAATHIANS,SearchCreativeWork
354,snips-train-10315,find the painting Retro Active,FIND THE PAINTING RETORAL ACTIVE,SearchCreativeWork
355,snips-train-10316,Do you know of a song by the Mande Studies Association ?,DO YOU KNOW OF A SUNG BY THE MAN STUDIES ASSOCIATION,SearchCreativeWork
356,snips-train-10317,Can you pull up Queen of the Organ,CAN YOU PUN UP QUEEN OF TEINGIM,SearchCreativeWork
357,snips-train-10318,Find a show called Friday Download .,FIMER SHOW CUADE FRIDAY DOWN LOAD,SearchCreativeWork
358,snips-train-10319,Get the video game of The Chipmunk Song,GET E VIDIAL GAME OF THE CHIPMUNK SONG,SearchCreativeWork
359,snips-train-1032,Add nyoil to my this is prince playlist,HAVE DONE WHY OIL TO MARVIS IS PRINCE PLAINLIST,AddToPlaylist
360,snips-train-10320,I'd like to see Confessions of an Indian Teenager,I'D LIKE TO SEE CONFESSIONS OF AN INDIAN TEA MAGOR,SearchCreativeWork
361,snips-train-10321,"find Something Crucial , a book",FINE SHUMFLIN CROUCHE A BICK,SearchCreativeWork
