,train_index,train_sentence,russell_sentence,train_label
210,snips-train-10186,I'm looking for The Music of Nashville Season 3 saga,I'M LOOKING FOR THE MUSIC OF MASHFUL SEASONTRE SAGA,SearchCreativeWork
211,snips-train-10187,find Me. I Am Mariah… The Elusive Chanteuse,FUNDME I AM A RIAL THE ELUSIVE CHAMSAIS,SearchCreativeWork
212,snips-train-10188,I'm looking for a picture of Fresh Air,ON LOOKING FOR A PICTURE OF FRESH AIR,SearchCreativeWork
213,snips-train-10189,Find the Pop Has Freed Us saga,FINALLY POP HAS FREE DOSAGA,SearchCreativeWork
214,snips-train-1019,add The Game to 80'S PARTY,ADD THE GANTO IDE'S PARTY,AddToPlaylist
215,snips-train-10190,Where to buy video game of Think Fast,WHERE TO BUY TI YEAR GAM OF THINK FAST,SearchCreativeWork
216,snips-train-10191,Pull up Sweeney Todd - Il diabolico barbiere di Fleet Street,PULL UP SWEAMY TOD IL DEA BOICE BOBR AV FLEET STREET,SearchCreativeWork
217,snips-train-10192,find a TV series called Armageddon Summer,FIND THE T B CERIES COL DAM A GIT IN SUMMER,SearchCreativeWork
218,snips-train-10193,How do I get the soundtrack for Hearts of Fencing ?,HOW DO I GET THE SOUND TRACK FOR HEARTS OF FENCING,SearchCreativeWork
219,snips-train-10194,show creative painting People & Love,SHALL CREATIVE PAINTING PEOPLE AND LOVE,SearchCreativeWork
220,snips-train-10195,"find Face the Truth , a TV show",FINE FACE THE TRUTH A T WE SHURE,SearchCreativeWork
221,snips-train-10196,Show The drive of life album,SHAV THE DRIVE OF A FALBUM,SearchCreativeWork
222,snips-train-10197,Find a photograph of Time Loves a Hero,FIND A PHOTOGRAPH OF TOM WALVS A HERO,SearchCreativeWork
223,snips-train-10198,Look for a photograph of Tailwind,UC FOR PHODOGRALPH OF TOWWIND,SearchCreativeWork
224,snips-train-10199,find the show The Demi-Gods and Semi-Devils,FIND THE SHOW THE TO ME GODS AND SEMI DEVILS,SearchCreativeWork
225,snips-train-102,add the artist to my Spooning playlist,ADD THE ARTIST TO MY SPREAMING PLAALIST,AddToPlaylist
226,snips-train-1020,Please add a track by david freiberg to my workout playlist.,PLEASE ADD A TRACK BY DAVID FRARBERG TO MY WORK OUT PLIALIST,AddToPlaylist
227,snips-train-10200,Search for TERA The Exiled Realm of Arborea,SEACH FOR TERRE THE EXILED REALM OF ALBORIO,SearchCreativeWork
228,snips-train-10201,I'd like to see the picture The Principle of Hope,I'D LIKE TO SEE THE PICCH OF THE PRINCIPLE OF HOPE,SearchCreativeWork
229,snips-train-10202,Where can I listen to the song The Lost Worlds of Planet Earth,WHERE CAN I LISTEN TO THE SONG THE MOST WORLDS OF PLANATETH,SearchCreativeWork
230,snips-train-10203,Please find me Chance Pe Dance .,PLEASE FUND ME CHANCE PE DANCE,SearchCreativeWork
231,snips-train-10204,Find a book called Environment and Behavior .,FONDA BOOKCOLD ENVIRNMENT AND BEHAVIOR,SearchCreativeWork
232,snips-train-10205,find Cover Her Face,FANE COVER HER FACE,SearchCreativeWork
233,snips-train-10206,"find ArcIMS , a picture",FIND AR CAUMES O PICTO,SearchCreativeWork
234,snips-train-10207,What does For All the Wrong Reasons look like,WHAT DOES FOR ANY GMANY REASONS YOU CLIRK,SearchCreativeWork
235,snips-train-10208,find Loved Ones for me,FOND LOVE ONCE FOR ME,SearchCreativeWork
236,snips-train-10209,Find a movie called Greatest Time of Year .,FIND E MOVI CALLED GRITUS TON OF YE,SearchCreativeWork
237,snips-train-1021,Add song to my Club Hits,ADD SOME TO MY CLOBHITS,AddToPlaylist
238,snips-train-10210,Find the Collision in Black painting,FUN THE COLLISION IN BLACK PANTING,SearchCreativeWork
239,snips-train-10211,Please get me Stories from the English and Scottish Ballads show .,PLEASE GET ME STORIES FROM THE ENGLISH AND SCOTTISH BALLADS CHARE,SearchCreativeWork
240,snips-train-10212,Can you help me search the album titled PlayMaker Football ?,CAN YOU HELP ME SEARCH THE ALBUM TITLE PLAYMAKE A FOOTBALL,SearchCreativeWork
241,snips-train-10213,find a television show called Tiny Dancer,FIND A TELEVISION SHARCOL TAWNY DANZA,SearchCreativeWork
242,snips-train-10214,Show me The Courts of Chaos,SHAL ME RECORTS OF CAIOS,SearchCreativeWork
243,snips-train-10215,Find a TV show called The SoulTaker .,FIND HE T R SHO CALL THE SOL TAKER,SearchCreativeWork
244,snips-train-10216,I'm looking for a movie called Salvage Mice .,ON LOOKING FOR A MOVY COLD SELVISH MOSS,SearchCreativeWork
245,snips-train-10217,Find Half a Sixpence photograph,FIND HALF A SIXPENCE PHOTOGROPH,SearchCreativeWork
246,snips-train-10218,Show An Actress for the newest album .,SHON ACTRESS FOR THE NEWEST HALBUM,SearchCreativeWork
247,snips-train-10219,Find The Garden of Eden,FOND TE GARDEN OF EVEN,SearchCreativeWork
248,snips-train-1022,add bad news to highway 61 playlist,AVE BADNEWSED TO HAWAY SIXTY ONE PLAALIST,AddToPlaylist
249,snips-train-10220,Where can I watch the trailer of the National Treasures - The Complete Singles,WHERE CAN I WATCH THE TRAIL OF THE NATIONAL TREASURES THE COMPLETE SYNGLS,SearchCreativeWork
250,snips-train-10221,Find the Mystery Woman saga,FOND THE MYSTERY WOMAN SAGA,SearchCreativeWork
251,snips-train-10222,play the Baldur’s Gate II Throne of Bhaal saga,PLAVE BALDIS GOUT TWO THROWN OF BALL SAGA,SearchCreativeWork
252,snips-train-10223,Look for the creative work called White Sugar,LOOK FOR THE CREATIVE WORK COL WAT SUGAR,SearchCreativeWork
253,snips-train-10224,Looking for A Black Ribbon for Deborah .,LOOKYIN FOR A BLACK RIBBON FOR DEBORO,SearchCreativeWork
254,snips-train-10225,show creative Labor Notes,SHALL CREATIVE LIBENINTE,SearchCreativeWork
255,snips-train-10226,Listen to Dragon Ball Music Collection,LISTEN TO DRAGON BORL MUSIC COLLECTION,SearchCreativeWork
256,snips-train-10227,Show The Late Great Townes Van Zandt,SHOW THE LIGHT GREAT TOWNS VANZANT,SearchCreativeWork
257,snips-train-10228,play the album Journeyman,PLYVI ALBRUM JOURNEYMAN,SearchCreativeWork
258,snips-train-10229,Play me Memoirs of Modern Love Curious Age,PLIMY MEMOIRS OF MODERN LOVE CURIOUS AGE,SearchCreativeWork
259,snips-train-1023,add this song to my workout playlist,AVE THIS SUM TO MY WORK OUT PLAYALIST,AddToPlaylist
260,snips-train-10230,Show Minutes to Midnight photograph,SHURE MINUTES TO MIDNIGHT PHOTOGRAPH,SearchCreativeWork
261,snips-train-10231,find a TV show called Perfect Chemistry,FONDE T V SHURCLD PERFECT CHEMISTRY,SearchCreativeWork
262,snips-train-10232,What is the television show Phil Ochs There but for Fortune playing,WHAT IS THE TELEVISIAN CHERPHILARIXTERBUT FOR FORTIN PLYING,SearchCreativeWork
263,snips-train-10233,Where can I buy a used copy of the game called I Lie Around ?,WHERE CAN I BUY USED COPY OF THE GAME COOL DI LIE ROUND,SearchCreativeWork
264,snips-train-10234,show me the movie Haunted Spooks,SHARLY THE MURVY HAUNTED SPUKS,SearchCreativeWork
265,snips-train-10235,Find me the book called Suffer,FINLYV A BOOK CALLED SOPHOR,SearchCreativeWork
266,snips-train-10236,Can you get me the All Night Long 3 The Final Chapter novel ?,KIN YE GET ME VE OL KNOCK LONG THREE THE FINE OLD CHAP TO NOVEL,SearchCreativeWork
267,snips-train-10237,Can you find me the trailer of the Hippocratic Oath ?,CAN YOU FOND ME THE TRIAL OF THE HYPOCRATIC HEARTH,SearchCreativeWork
268,snips-train-10238,play Off the Ground,POINT OFF THE GROUND,SearchCreativeWork
269,snips-train-10239,What is the book Sell Your Body ?,WHAT IS THE BUK SO YOUR BODY,SearchCreativeWork
270,snips-train-1024,add Tarte to bandas sonoras playlist,AD TAUGHT TO BANDA SOMORAS PYLUST,AddToPlaylist
271,snips-train-10240,Find the Another Ticket game,FON TIANALDOTURCIC GANE,SearchCreativeWork
272,snips-train-10241,I'm looking for the television show titled Justice League,I'M LOOKING FFOR THE TELIVISIAN CHAIRITITLE JUSTICE LEG,SearchCreativeWork
273,snips-train-10242,show creativity of Home Brew,SHOT CREACTIVITY OF HARMBOR,SearchCreativeWork
274,snips-train-10243,Find a show called In fondo al buio .,FIND A SHED COLIN FONDER AUBORRYER,SearchCreativeWork
275,snips-train-10244,show creative soundtrack Pitch Black Brigade,SHELL CREATIVE SOUND TRACKPEACH BLACK BRIGUIDE,SearchCreativeWork
276,snips-train-10245,I want the video game Two More Years,I WANT TO VIV YOU AGAIM THREE MORE YEARS,SearchCreativeWork
277,snips-train-10246,find At This Point in Time,FOND AT THIS POINT IN TOM,SearchCreativeWork
278,snips-train-10247,"find TaskCracker for Outlook , a game",FON TOSS CRAKEFE ALBOK A GAM,SearchCreativeWork
279,snips-train-10248,Where can I get the novel Flesh-Colored Horror,WHERE CAN A GET THE NOVEL FLUSHED COMID HORROR,SearchCreativeWork
280,snips-train-10249,show creativity of All for One,SHOT CREACTIVITY OF ONEFUL ONE,SearchCreativeWork
281,snips-train-1025,Add Buddy DeSylva to my this is j balvin playlist,AD BUDI DA SOLVA TOMATHIS'S JAGALVAN PLIALIST,AddToPlaylist
282,snips-train-10250,Find The Press of Atlantic City movie,FORM THE PRESSIV ATLANTIC CITY MURPHY,SearchCreativeWork
283,snips-train-10251,play the video game The Sparrow,PLY THE VIGIER GAING THE SPOWER,SearchCreativeWork
284,snips-train-10252,Find me the Big Sean discography soundtrack,FINALLY THE BIG SHOWN DYSCOGRAPHY SOUND TRACK,SearchCreativeWork
285,snips-train-10253,find Black Mirror III Final Fear,FIND BLACK MIRROR THREE FANE OFIA,SearchCreativeWork
286,snips-train-10254,Please find the Infrared Riding Hood TV show .,PLEASE FOND THE INFERRED RODDINGHOOD T B SURE,SearchCreativeWork
287,snips-train-10255,I want to play the video game International Pinguicula Study Group Newsletter,I WANT TO PLY THE VIDIAR GAME INTERNATIONAL PINGWICULO STUDY GROUP MUSLETTO,SearchCreativeWork
288,snips-train-10256,Please search the Karobar Economic Daily picture .,PLEASE SEARCH THE CHARABAR ECONOMIC DIALY PICTURE,SearchCreativeWork
289,snips-train-10257,Where can I locate the game Legion of Mary The Jerry Garcia Collection,WHERE CAN ALLO COUNT THE GUIME LEGION OF MARY THE JURY GOSSE OF COLLECTION,SearchCreativeWork
290,snips-train-10258,Find Journeyman .,FINE GEURNEYMAN,SearchCreativeWork
291,snips-train-10259,Can you find a picture of The Rambler,CAN YE FIND A PICTURE OF THE REMBLE,SearchCreativeWork
292,snips-train-1026,Add Welcome to the Cruel World to my Reggae Classics,ADD WELCOME TO THE CRUEL WORLD TO MARAGI CLOSSICS,AddToPlaylist
293,snips-train-10260,Can you look up the Galsoft Linux TV series ?,CAN YOU LOOK UP THE GOLSOF GLIMICS T V CRERS,SearchCreativeWork
294,snips-train-10261,play the song S.F. sound furniture,PLAY THE SONG ES F SOUND FIRMATURE,SearchCreativeWork
295,snips-train-10262,I'm looking for the show Pulse 2 Afterlife,I'M LOOKING FOR THE SHARP HOLES TOO OFT TO LOV,SearchCreativeWork
296,snips-train-10263,"find Welcome to the El-Palacio , a movie",FIND WELCOME TO THE ALPALASIER OFMERVY,SearchCreativeWork
297,snips-train-10264,find Chant Down Babylon The Island Anthology,FINE CHAMMED DOWN BABYLON HE ISLAND AND POLOGY,SearchCreativeWork
298,snips-train-10265,I want to listen to the soundtrack Bed of Roses,I WANT TO LISTEN TO THE SOUND TRACKBED OF VERSES,SearchCreativeWork
299,snips-train-10266,show creative game Elements of Life Remixed,SHALL CREATIVE GAIN ELEMENTS OF LIFREY MIXED,SearchCreativeWork
300,snips-train-10267,"Please fine me, Ties That Bind .",PLEASE FONDME TISE THE BOND,SearchCreativeWork
301,snips-train-10268,Find a TV show called The Extraordinary .,FIND THE T V SHOW CALLED THE EXTRAORDINARY,SearchCreativeWork
302,snips-train-10269,show me PhotoScape,SHANNY FOLL TO ESCAPE,SearchCreativeWork
303,snips-train-1027,Put No Mystery into my Punk Essentials playlist.,PUT NO MYSTERY INTO MY PONCUSENTIALS PLAALIST,AddToPlaylist
304,snips-train-10270,find the TV series Box of Moon Light,FON DET V CEROUS BOOKS OF MUY LIGHT,SearchCreativeWork
305,snips-train-10271,find The Family Jams saga,FOND THE FAMILY JAM SAGA,SearchCreativeWork
306,snips-train-10272,"Please search for the work, Wholehearted .",PLEASE SEARCH FOR THE WORK WHOLEHEARTED,SearchCreativeWork
307,snips-train-10273,"find Back to Boomtown Classic Rats Hits , a soundtrack",FLAING BACK TO BROONTOWN CLASSIC RAZHUTS THE SOUND TRACK,SearchCreativeWork
308,snips-train-10274,Find a television show called Structured Fax File .,FIND A TELEVISION SHACOLD STRUCTURED FACTS FOL,SearchCreativeWork
309,snips-train-10275,Where can I find the game Skip to the End ?,WHERE CAN I FIND THE GAING SKIP TO THE END,SearchCreativeWork
310,snips-train-10276,show creativity of Wild About Animals,SHUT CREACTIVITY OF WALL ABOUT ANIMALS,SearchCreativeWork
311,snips-train-10277,find the photograph Hearts Burst into Fire,FUN THE PHOTOGRAPH HOTS BURST INTO FILE,SearchCreativeWork
312,snips-train-10278,Look for A Terrible Vengeance,LOOK FOR A TERRIBLE VENGEANCE,SearchCreativeWork
313,snips-train-10279,play the What I Need to Do soundtrack,PLAY THE WAT I NEED TO DO SOUND TRACK,SearchCreativeWork
314,snips-train-1028,add maggie mcgill to my night vibes,ABMAGI M GILTAMANAGVABS,AddToPlaylist
315,snips-train-10280,show Under the Sea creative video game,SHONE TO THE SEA CREATIVE VIDIA GAIN,SearchCreativeWork
316,snips-train-10281,Please get me The National Medical Journal of India game .,PLEASE GIVE ME THE NATIONAL MEDICAL JOURNAL OF INDIA GIM,SearchCreativeWork
317,snips-train-10282,I'd like to hear the song In a Reverie,I'D LIKE TO HEAR THE SONG IN A REVERIE,SearchCreativeWork
318,snips-train-10283,Find a trailer called Peggy Sue .,FIND A TRIAL I CALLED PEGYSON,SearchCreativeWork
319,snips-train-10284,Find Once Upon a Time in the West,FIND ONCE UPON A TARM IN THE WEST,SearchCreativeWork
320,snips-train-10285,show creative photograph of Icewind Dale Heart of Winter,SHELL CREATIVE PHOTOGRAPH OF ICE WIN DELL HART OF WINTER,SearchCreativeWork
321,snips-train-10286,Find Digimon Next,FIND TE GIMON NEXT,SearchCreativeWork
322,snips-train-10287,find the game A Russian Beauty and Other Stories,FON THE GAEMAI RUSSIAN BEAUTY AND OTHER STORIES,SearchCreativeWork
323,snips-train-10288,Show me the Live~Legend 1999 & 1997 Apocalypse TV show,SHAME THE LAV LEGEND NINETEEN NINETY NINE AND NINETEEN NINETY SEVEN OPOCALYPS T B SHURE,SearchCreativeWork
324,snips-train-10289,show creative picture of The Secret Doctrine,SHOW CREATIVE PICTURE OF A SECRET DOCTRINE,SearchCreativeWork
325,snips-train-1029,add this artist to the playlist called Fusion Fest,ADD THISARTEST TO THE PLOUGHIST COLD FUCIAN FIRST,AddToPlaylist
326,snips-train-10290,Can I get the game List of Mew singles ?,CAN I GET THE GANGLIST OF ME SINGRELS,SearchCreativeWork
327,snips-train-10291,Find the book called Black Wings of Destiny,FORM THE BULCAT BLACK WINDS OF DUSTIMEN,SearchCreativeWork
328,snips-train-10292,Find a saga called The Devil Went Down to Georgia .,FIN DE SAGA CALL THE DEVIL WENT DOWN SIR GEORGIA,SearchCreativeWork
329,snips-train-10293,Where to buy book Bright Ambush,WHIT A BAR BOOK BROAG AMBUSH,SearchCreativeWork
330,snips-train-10294,Show me the work Not a Little Girl Anymore,CHARME THE WORK NOT A LITTLE GIRL ANY MORE,SearchCreativeWork
331,snips-train-10295,Where can I buy the soundtrack Bridge of Souls,WAK CAN I BUY THE SOUND TRACK BRIDGE OF SOULS,SearchCreativeWork
332,snips-train-10296,is there a program about The Last Flight ?,IS THERE A PROGRAMME ABOUT THE LOST FLONT,SearchCreativeWork
333,snips-train-10297,show creativity in Ah,SHOWL CREATIVITY IN AWE,SearchCreativeWork
334,snips-train-10298,Find a novel called East Liberty,FIVE A NOVEL CALLDEAST LIBERTY,SearchCreativeWork
335,snips-train-10299,find a soundtrack called Billboard Hot R&B Hits 1981,FIND THE SOUND TRACK CALLBILL BOARD HOT AH AND BEHITS NINETEEN NINETY ONE,SearchCreativeWork
336,snips-train-103,Add the tune to my House Afterwork playlist.,AV BE TUNE TO MY HOUSE AFTE WORK PLAALOST,AddToPlaylist
337,snips-train-1030,Add Barbara to the metal xplorer playlist.,ADD BARBARAT TO THE MITTLE EXPLORE PLIALOST,AddToPlaylist
338,snips-train-10300,Show me Cut the Rope video game,SHAME CAPLEROR VIDOUR GAM,SearchCreativeWork
339,snips-train-10301,some me a Healthy picture,SOME E HEALTHY PICTURE,SearchCreativeWork
340,snips-train-10302,find a TV show called Engaged to the Unidentified,FOND THE T R SHOKOLD EN GAGED TO THE UNIDENTIFIED,SearchCreativeWork
341,snips-train-10303,look for the book titled Iranian Journal of Fuzzy Systems,LOOK FOR THE BOOK TARTLED ARIMIAN GEUNERAL OF FUZZY SYSTEMS,SearchCreativeWork
342,snips-train-10304,I'm looking for the painting God Must Have Spent a Little More Time on You,I'M LOOKING FOR THE PAINTING GOD MUST HAVE SPENT A LITTLE MORE TIME ON YOU,SearchCreativeWork
343,snips-train-10305,Find me the painting Fallen Sanctuary,FINALY THE PAINTING FORAN SANCTUARY,SearchCreativeWork
344,snips-train-10306,I'd like to see the novel An Inquiry into the Good,I'D LIKE TO SEE THE NOVEL AND INQUIRY INTO THE GOOD,SearchCreativeWork
345,snips-train-10307,Where do get photograph of My Own Best Enemy,WHEREDYO GET PHARTOGRAPH OF MY ARN BOAST TENEMY,SearchCreativeWork
346,snips-train-10308,find the painting The Adventures of Teddy Ruxpin,FIRM THE PAINTING THE ADVENTURES OF TEDDY ROCXPIN,SearchCreativeWork
347,snips-train-10309,Find a song called Bronco Billy .,FORMD OF SOME PAINT BRONCERABIIY,SearchCreativeWork
348,snips-train-1031,rate tune to 90's Baby Makers,RIPE CHIM TONAUNTES BABY MAKERS,AddToPlaylist
349,snips-train-10310,Where can I buy the movie Totality,WHERE CAN I BY THE MOVE ITERTALITY,SearchCreativeWork
350,snips-train-10311,Find The Gill Deacon Show .,FOND O GUILDY CON SURE,SearchCreativeWork
351,snips-train-10312,Search for the Exiles of Time book,SEARCH FOR THE EXILES OF TYME BUK,SearchCreativeWork
352,snips-train-10313,I'm looking for a novel called And Then There Was Light .,ONLOOKING FOR A NOVEL COLD EN TENTER WAS LARGE,SearchCreativeWork
353,snips-train-10314,Find a video game called The Mysterious Castle in the Carpathians .,FOND OF IDIER GAME CALLED THE MYSTERIOUS CONSLE IN THE CAPITHIANS,SearchCreativeWork
354,snips-train-10315,find the painting Retro Active,FON THE PAINTING RATROL ACTIVE,SearchCreativeWork
355,snips-train-10316,Do you know of a song by the Mande Studies Association ?,TO KNO VE SONG BY THE MAN STUDY'S ASSOCIATION,SearchCreativeWork
356,snips-train-10317,Can you pull up Queen of the Organ,CAN YOU PULL OUP QUEEN OF VW OLGAM,SearchCreativeWork
357,snips-train-10318,Find a show called Friday Download .,FIND A SHUD COLD FRADAY DOWNWARD,SearchCreativeWork
358,snips-train-10319,Get the video game of The Chipmunk Song,GEFT THE VIVIOR GAM OF A CHIPMONK SONG,SearchCreativeWork
359,snips-train-1032,Add nyoil to my this is prince playlist,ADDING WHY OIL TO MY VISIS PRINCE PLAYALIST,AddToPlaylist
360,snips-train-10320,I'd like to see Confessions of an Indian Teenager,I'D LIKE TO SEE CONFESSIONS OF AN INDIAN TEANAGILE,SearchCreativeWork
361,snips-train-10321,"find Something Crucial , a book",FIND SOMETHING CRUTIAL A BOOK,SearchCreativeWork
